,step,alloc_gb,bwd_ms,comm_ms,comm_pct,compute_ms,fwd_ms,gpu_util,iteration_time_ms,loss,lr,peak_gb,reserved_gb,stage,step_ms,temp_c,throughput_tps
0,0,1.099242687225341,1379.843017578125,1.030143976211547,0.072623306969905,1417.4455757141113,37.60255813598633,100.0,1418.4857177734375,10.964102745056152,1e-06,9.9764404296875,9.279296875,2.0,1.030143976211547,31.0,184805.5265663732
1,4,1.099242687225341,1405.41650390625,2.050143957138061,0.141856425290977,1443.1744575500488,37.75795364379883,100.0,1445.2325439453125,10.955840110778809,1e-06,9.9764404296875,9.279296875,2.0,2.050143957138061,40.0,181385.34251683688
2,8,1.194636344909668,1383.60009765625,0.990208029747009,0.069613013653352,1421.4565124511719,37.856414794921875,100.0,1422.454833984375,10.963102340698242,1e-06,9.9764404296875,9.279296875,2.0,0.990208029747009,46.0,184289.85844543134
3,12,1.194636344909668,1391.2554931640625,2.089983940124511,0.14602383929308702,1429.1721649169922,37.91667175292969,100.0,1431.2703857421875,10.952099800109863,1e-06,9.9764404296875,9.279296875,2.0,2.089983940124511,50.0,183154.77118187197
4,16,1.194636344909668,1393.4326171875,1.015872001647949,0.070921885662346,1431.3656730651855,37.93305587768555,100.0,1432.3895263671875,10.950044631958008,0.00015000000000000001,9.9764404296875,9.279296875,2.0,1.015872001647949,53.0,183011.67048103674
5,20,1.194636344909668,1393.9600830078125,2.099200010299682,0.146388927672631,1431.8890419006348,37.928958892822266,100.0,1433.9962158203125,10.94285774230957,0.00015000000000000001,9.9764404296875,9.279296875,2.0,2.099200010299682,55.0,182806.6190886295
6,24,1.194636344909668,1385.0360107421875,1.039456009864807,0.072993029006998,1423.0088729858398,37.972862243652344,100.0,1424.056396484375,10.474041938781738,0.00015000000000000001,9.9764404296875,9.279296875,2.0,1.039456009864807,57.0,184082.59718306476
7,28,1.194636344909668,1387.5423583984375,2.099040031433105,0.147004519601682,1425.775447845459,38.233089447021484,100.0,1427.8819580078125,10.481452941894531,0.00015000000000000001,9.9764404296875,9.279296875,2.0,2.099040031433105,59.0,183589.40564368817
8,32,1.194636344909668,1382.8515625,1.019999980926513,0.071730876098061,1420.961769104004,38.110206604003906,100.0,1421.9898681640625,10.221229553222656,0.00014847959183600002,9.9764404296875,9.279296875,2.0,1.019999980926513,60.0,184350.11800643508
9,36,1.194636821746826,1382.8974609375,2.121471881866455,0.14907629573095602,1420.956470489502,38.05900955200195,100.0,1423.085693359375,10.186293601989746,0.00014847959183600002,9.9940185546875,9.279296875,2.0,2.121471881866455,60.0,184208.16204059764
10,40,1.194636821746826,1382.572021484375,1.009407997131347,0.07099684434219801,1420.7551879882812,38.18316650390625,100.0,1421.77490234375,10.121764183044434,0.00014695918367300001,9.9940185546875,9.279296875,2.0,1.009407997131347,61.0,184377.99089565026
11,44,1.194636821746826,1383.6971435546875,2.11353588104248,0.148409997857636,1422.0060729980469,38.308929443359375,100.0,1424.1300048828125,10.1378173828125,0.00014695918367300001,9.9940185546875,9.279296875,2.0,2.11353588104248,62.0,184073.08258459947
12,48,1.194636821746826,1383.09033203125,1.019904017448425,0.071707702442562,1421.2875785827637,38.19724655151367,100.0,1422.317626953125,9.823369026184082,0.00014543877551,9.9940185546875,9.279296875,2.0,1.019904017448425,62.0,184307.63637624483
13,52,1.194636821746826,1383.768798828125,2.115583896636963,0.14857208433892202,1421.8288307189941,38.06003189086914,100.0,1423.9508056640625,10.068161964416504,0.00014543877551,9.9940185546875,9.279296875,2.0,2.115583896636963,62.0,184096.24753697062
14,56,1.194636821746826,1383.6011962890625,1.050624012947082,0.073842325782731,1421.743148803711,38.14195251464844,100.0,1422.8018798828125,9.938582420349121,0.000143918367346,9.9940185546875,9.279296875,2.0,1.050624012947082,62.0,184244.9069729871
15,60,1.194636821746826,1384.10595703125,2.118655920028686,0.148753245163767,1422.1567726135254,38.05081558227539,100.0,1424.28369140625,9.906290054321289,0.000143918367346,9.9940185546875,9.279296875,2.0,2.118655920028686,62.0,184053.22028308501
16,64,1.194636821746826,1383.9237060546875,1.017856001853942,0.07152715555479501,1422.0165061950684,38.09280014038086,100.0,1423.042724609375,9.75880241394043,0.000142397959183,9.9940185546875,9.279296875,2.0,1.017856001853942,62.0,184213.7242028053
17,68,1.194636821746826,1385.8385009765625,2.130944013595581,0.149420585096602,1424.007236480713,38.16873550415039,100.0,1426.147216796875,9.893723487854004,0.000142397959183,9.9940185546875,9.279296875,2.0,2.130944013595581,61.0,183812.72067323816
18,72,1.194636821746826,1388.3302001953125,1.02400004863739,0.071737702161841,1426.3984260559082,38.0682258605957,100.0,1427.430419921875,9.901865005493164,0.00014087755102,9.9940185546875,9.279296875,2.0,1.02400004863739,61.0,183647.48035448723
19,76,1.194636821746826,1384.995849609375,2.112544059753418,0.148233742007228,1423.031307220459,38.035457611083984,100.0,1425.1561279296875,9.772936820983887,0.00014087755102,9.9940185546875,9.279296875,2.0,2.112544059753418,61.0,183940.54859155286
20,80,1.194636821746826,1385.1302490234375,1.017856001853942,0.07145995131035701,1423.354793548584,38.224544525146484,100.0,1424.37890625,9.734384536743164,0.00013935714285700002,9.9940185546875,9.279296875,2.0,1.017856001853942,61.0,184040.91695667792
21,84,1.194636821746826,1385.6492919921875,2.108416080474853,0.147864820252052,1423.7994346618652,38.150142669677734,100.0,1425.9158935546875,9.757865905761719,0.00013935714285700002,9.9940185546875,9.279296875,2.0,2.108416080474853,62.0,183842.54021217005
22,88,1.194636821746826,1385.7833251953125,1.01580798625946,0.07129325141951601,1423.8146858215332,38.0313606262207,100.0,1424.8385009765625,9.661876678466797,0.000137836734693,9.9940185546875,9.279296875,2.0,1.01580798625946,62.0,183981.55287096082
23,92,1.194636821746826,1386.798828125,2.119679927825927,0.148530300360027,1424.9830207824707,38.1841926574707,100.0,1427.1109619140625,9.767648696899414,0.000137836734693,9.9940185546875,9.279296875,2.0,2.119679927825927,62.0,183688.58974246023
24,96,1.194636821746826,1386.78271484375,1.036319971084594,0.072675615623684,1424.9164733886719,38.133758544921875,100.0,1425.9609375,9.561522483825684,0.00013631632653000002,9.9940185546875,9.279296875,2.0,1.036319971084594,62.0,183836.7329048942
25,99,1.194636821746826,1387.1656494140625,1.8503680229187012,0.12965479399439,1425.2993469238281,38.133697509765625,100.0,1427.1600341796875,9.577902793884277,0.00013631632653000002,9.9940185546875,9.279296875,2.0,1.8503680229187012,61.0,183682.27369166547
29,100,1.1726195216178887,1380.41,1.8361359511812523,0.1286953262745908,1424.827797094981,37.91,100.0,1419.41,10.1237,0.000136356594963875,10.09,9.2816162109375,2.0,1.08,43.3125,184685.39
30,104,1.1730879545211785,1380.64,1.8197279522816336,0.12755380524751958,1424.6836360295613,37.86,100.0,1420.55,10.1311,0.00013639686339775002,10.09,9.283935546875,2.0,2.04,43.625,184537.62
31,108,1.1735563874244683,1388.61,1.8033199533820148,0.12641228422044837,1424.5394749641418,38.02,100.0,1427.63,9.9735,0.000136437131831625,10.09,9.2862548828125,2.0,1.0,43.9375,183621.24
32,112,1.1740248203277581,1382.55,1.7869119544823961,0.12527076319337718,1424.3953138987224,37.94,100.0,1422.55,10.0099,0.00013647740026550003,10.09,9.28857421875,2.0,2.05,44.25,184277.03
33,116,1.174493253231048,1382.72,1.7705039555827773,0.12412924216630597,1424.2511528333027,38.01,100.0,1421.75,9.8221,0.00013651766869937501,10.09,9.2908935546875,2.0,1.01,44.5625,184380.67
34,120,1.1749616861343377,1383.9,1.7540959566831584,0.12298772113923476,1424.1069917678833,38.13,100.0,1424.12,9.8326,0.00013655793713325003,10.09,9.293212890625,2.0,2.08,44.875,184073.87
35,124,1.1754301190376275,1383.76,1.7376879577835398,0.12184620011216354,1423.9628307024639,38.13,100.0,1422.91,9.9041,0.00013659820556712502,10.09,9.2955322265625,2.0,1.01,45.1875,184231.5
36,128,1.1758985519409173,1384.34,1.721279958883921,0.12070467908509235,1423.8186696370442,38.05,100.0,1424.49,9.9289,0.00013663847400100003,10.09,9.2978515625,2.0,2.1,45.5,184026.12
37,132,1.176366984844207,1384.62,1.704871959984302,0.11956315805802113,1423.6745085716248,38.14,100.0,1423.77,9.7714,0.00013667874243487502,10.11,9.3001708984375,2.0,1.01,45.8125,184119.66
38,136,1.176835417747497,1384.58,1.6884639610846834,0.11842163703094992,1423.5303475062053,38.17,100.0,1424.91,9.7177,0.00013671901086875,10.11,9.302490234375,2.0,2.15,46.125,183972.16
39,140,1.1773038506507867,1384.21,1.6720559621850646,0.11728011600387872,1423.3861864407857,38.08,100.0,1423.31,9.7501,0.00013675927930262502,10.11,9.3048095703125,2.0,1.01,46.4375,184178.89
40,144,1.1777722835540765,1385.09,1.6556479632854457,0.11613859497680751,1423.2420253753662,38.14,100.0,1425.34,9.7655,0.0001367995477365,10.11,9.30712890625,2.0,2.1,46.75,183916.38
41,148,1.1782407164573663,1384.8,1.639239964385827,0.1149970739497363,1423.0978643099468,38.09,100.0,1423.91,9.4693,0.00013683981617037503,10.11,9.3094482421875,2.0,1.01,47.0625,184101.68
42,152,1.178709149360656,1384.81,1.6228319654862082,0.11385555292266508,1422.953703244527,38.24,100.0,1425.14,9.7142,0.00013688008460425001,10.11,9.311767578125,2.0,2.08,47.375,183942.12
43,156,1.1791775822639459,1384.61,1.6064239665865896,0.11271403189559388,1422.8095421791077,38.13,100.0,1423.79,9.6123,0.00013692035303812503,10.11,9.3140869140625,2.0,1.04,47.6875,184116.62
44,160,1.1796460151672357,1385.72,1.5900159676869707,0.11157251086852267,1422.6653811136882,38.05,100.0,1425.86,9.5384,0.00013696062147200002,10.11,9.31640625,2.0,2.08,48.0,183849.43
45,164,1.1801144480705255,1386.96,1.573607968787352,0.11043098984145147,1422.5212200482686,38.2,100.0,1426.2,9.3757,0.000137000889905875,10.11,9.3187255859375,2.0,1.03,48.3125,183806.24
46,168,1.1805828809738153,1386.38,1.5571999698877332,0.10928946881438026,1422.3770589828491,38.09,100.0,1426.57,9.5581,0.00013704115833975002,10.11,9.321044921875,2.0,2.1,48.625,183758.24
47,172,1.181051313877105,1385.55,1.5407919709881144,0.10814794778730905,1422.2328979174297,38.08,97.0,1424.65,9.5502,0.000137081426773625,10.11,9.3233642578125,2.0,1.02,48.9375,184005.47
48,176,1.1815197467803948,1386.2,1.5243839720884957,0.10700642676023783,1422.08873685201,38.08,100.0,1426.39,9.4028,0.00013712169520750002,10.11,9.32568359375,2.0,2.11,49.25,183780.87
49,180,1.1819881796836846,1387.26,1.5079759731888769,0.10586490573316663,1421.9445757865906,38.03,100.0,1426.31,9.3892,0.000137161963641375,10.11,9.3280029296875,2.0,1.02,49.5625,183791.44
50,184,1.1824566125869744,1386.44,1.491567974289258,0.10472338470609542,1421.8004147211711,38.09,100.0,1426.64,9.3939,0.00013720223207525003,10.11,9.330322265625,2.0,2.1,49.875,183749.09
51,188,1.1829250454902642,1386.83,1.4751599753896394,0.10358186367902422,1421.6562536557515,38.04,100.0,1425.89,9.298,0.00013724250050912502,10.11,9.3326416015625,2.0,1.02,50.1875,183845.44
52,192,1.183393478393554,1388.21,1.4587519764900205,0.10244034265195301,1421.512092590332,38.13,100.0,1428.45,9.4078,0.000137282768943,10.11,9.3349609375,2.0,2.1,50.5,183516.36
53,196,1.1838619112968438,1387.99,1.4423439775904017,0.1012988216248818,1421.3679315249126,38.04,100.0,1427.06,9.1851,0.00013732303737687502,10.11,9.3372802734375,2.0,1.02,50.8125,183695.28
54,200,1.1843303442001336,1387.71,1.425935978690783,0.10015730059781058,1421.223770459493,38.2,100.0,1428.02,9.3221,0.00013736330581075,10.11,9.339599609375,2.0,2.09,51.125,183571.89
55,204,1.1847987771034234,1389.23,1.4095279797911642,0.09901577957073938,1421.0796093940735,38.16,100.0,1428.45,9.2159,0.00013740357424462502,10.11,9.3419189453125,2.0,1.05,51.4375,183516.37
56,208,1.1852672100067132,1389.46,1.3931199808915453,0.09787425854366817,1420.935448328654,38.01,100.0,1429.59,9.2568,0.0001374438426785,10.11,9.34423828125,2.0,2.12,51.75,183369.56
57,212,1.185735642910003,1386.38,1.3767119819919267,0.09673273751659697,1420.7912872632344,51.76,100.0,1467.89,9.1981,0.00013748411111237502,10.11,9.3465576171875,2.0,29.74,52.0625,178585.13
58,216,1.1862040758132928,1386.96,1.3603039830923078,0.09559121648952576,1420.647126197815,51.77,100.0,1458.18,9.0656,0.00013752437954625,10.11,9.348876953125,2.0,19.44,52.375,179774.87
59,220,1.1866725087165826,1389.91,1.343895984192689,0.09444969546245455,1420.5029651323955,38.16,100.0,1429.09,8.9955,0.00013756464798012503,10.11,9.3511962890625,2.0,1.02,52.6875,183433.64
