,step,alloc_gb,bwd_ms,comm_ms,comm_pct,compute_ms,fwd_ms,gpu_util,iteration_time_ms,loss,lr,peak_gb,reserved_gb,stage,step_ms,temp_c,throughput_tps
29,144,1.521166801452636,725.9658203125,2.147327899932861,0.19353518477880702,1107.381103515625,381.415283203125,100.0,1109.537841796875,9.725605964660645,0.00014670977917900002,10.6014404296875,9.88671875,3.0,2.147327899932861,63.0,236264.1364042734
30,148,1.521166801452636,727.6239624023438,1.050624012947082,0.09473358205242101,1107.9795532226562,380.3555908203125,100.0,1109.041015625,9.399382591247559,0.000146239747634,10.6014404296875,9.88671875,3.0,1.050624012947082,63.0,236369.9775812789
31,152,1.521166801452636,726.5095825195312,2.18828797340393,0.19695725107177,1108.85888671875,382.34930419921875,100.0,1111.0572509765625,9.675312995910645,0.000146239747634,10.6014404296875,9.88671875,3.0,2.18828797340393,63.0,235941.03703440016
32,156,1.521166801452636,726.8679809570312,1.053439974784851,0.094841736456269,1109.68115234375,382.81317138671875,100.0,1110.7431640625,9.55669116973877,0.000145769716088,10.6014404296875,9.88671875,3.0,1.053439974784851,63.0,236007.75452105282
33,160,1.521166801452636,727.6246948242188,2.195456027984619,0.197365987391974,1110.1826477050781,382.5579528808594,100.0,1112.3875732421875,9.482118606567383,0.000145769716088,10.6014404296875,9.88671875,3.0,2.195456027984619,63.0,235658.87133739705
34,164,1.521166801452636,727.0952758789062,1.053887963294983,0.09463912594719101,1112.5320129394531,385.4367370605469,100.0,1113.5970458984375,9.319485664367676,0.000145299684542,10.6014404296875,9.88671875,3.0,1.053887963294983,62.0,235402.9233155025
35,168,1.521166801452636,727.6162719726562,2.219007968902588,0.19890809736294301,1113.3755798339844,385.7593078613281,100.0,1115.60595703125,9.481878280639648,0.000145299684542,10.6014404296875,9.88671875,3.0,2.219007968902588,62.0,234979.02493958888
36,172,1.521166801452636,726.6303100585938,1.061056017875671,0.09524149219069,1113.0080261230469,386.3777160644531,100.0,1114.0811767578125,9.478203773498535,0.000144829652996,10.6014404296875,9.88671875,3.0,1.061056017875671,63.0,235300.6275205984
37,176,1.521166801452636,727.4566650390625,2.1760001182556152,0.19492623173842302,1114.143798828125,386.6871337890625,100.0,1116.3310546875,9.329793930053711,0.000144829652996,10.6014404296875,9.88671875,3.0,2.1760001182556152,63.0,234826.3975092794
38,180,1.521166801452636,727.9696655273438,1.056959986686706,0.09461499557262101,1116.059814453125,388.09014892578125,100.0,1117.1265869140625,9.305761337280273,0.000144359621451,10.6014404296875,9.88671875,3.0,1.056959986686706,63.0,234659.17208554092
39,184,1.521166801452636,728.2493286132812,2.202591896057129,0.19696271340708502,1116.0760192871094,387.8266906738281,100.0,1118.2889404296875,9.307560920715332,0.000144359621451,10.6014404296875,9.88671875,3.0,2.202591896057129,63.0,234415.2665046251
40,188,1.521166801452636,728.9959716796875,1.076223969459533,0.096231236616478,1117.2965698242188,388.30059814453125,100.0,1118.383056640625,9.228188514709473,0.000143889589905,10.6014404296875,9.88671875,3.0,1.076223969459533,63.0,234395.53956353964
41,192,1.521166801452636,729.0164184570312,2.171871900558471,0.1938708592728,1118.095458984375,389.07904052734375,100.0,1120.2764892578125,9.32689094543457,0.000143889589905,10.6014404296875,9.88671875,3.0,2.171871900558471,63.0,233999.376505412
42,196,1.521166801452636,729.5887451171875,1.059839963912963,0.09457642554803301,1119.5576477050781,389.9689025878906,100.0,1120.6287841796875,9.094341278076172,0.000143419558359,10.6014404296875,9.88671875,3.0,1.059839963912963,62.0,233925.813526102
43,200,1.521166801452636,729.426025390625,2.200799942016601,0.193671756679847,1134.1548461914062,404.72882080078125,100.0,1136.36767578125,9.220815658569336,0.000143419558359,10.6014404296875,9.88671875,3.0,2.200799942016601,62.0,230685.89998371492
44,204,1.521166801452636,727.25927734375,1.062080025672912,0.093327539688837,1136.9514465332031,409.6921691894531,100.0,1138.0235595703125,9.120946884155273,0.000142949526813,10.6014404296875,9.88671875,3.0,1.062080025672912,62.0,230350.2399361386
45,208,1.521166801452636,727.1536865234375,2.194432020187378,0.19346009049991603,1132.1129150390625,404.959228515625,100.0,1134.317626953125,9.170964241027832,0.000142949526813,10.6014404296875,9.88671875,3.0,2.194432020187378,62.0,231102.81791542057
46,212,1.521166801452636,726.7492065429688,40.97750473022461,3.474448541352743,1138.4184265136719,411.6692199707031,77.0,1179.4073486328125,9.101391792297363,0.00014247949526800002,10.6014404296875,9.88671875,3.0,40.97750473022461,62.0,222267.56540382883
47,216,1.521166801452636,726.6129760742188,105.72166442871094,8.470642301422972,1142.3733520507812,415.7603759765625,55.0,1248.1064453125,8.961329460144043,0.00014247949526800002,10.6014404296875,9.88671875,3.0,105.72166442871094,62.0,210033.36773440393
48,220,1.521166801452636,727.9595336914062,1.067327976226806,0.09381773304239101,1136.5939025878906,408.6343688964844,100.0,1137.671142578125,8.876967430114746,0.00014200946372200002,10.6014404296875,9.88671875,3.0,1.067327976226806,62.0,230421.5956519248
49,224,1.521166801452636,727.5654907226562,2.207456111907959,0.193665611801868,1137.6211853027344,410.0556945800781,100.0,1139.8380126953125,8.918195724487305,0.00014200946372200002,10.6014404296875,9.88671875,3.0,2.207456111907959,63.0,229983.55650564982
50,228,1.521166801452636,728.3949584960938,1.069375991821289,0.093721858135326,1139.9408569335938,411.5458984375,100.0,1141.0206298828125,9.045721054077148,0.000141539432176,10.6014404296875,9.88671875,3.0,1.069375991821289,62.0,229745.18876746626
51,232,1.521166801452636,728.563720703125,2.165823936462402,0.190141188050751,1136.8950805664062,408.33135986328125,100.0,1139.0711669921875,8.932575225830078,0.000141539432176,10.6014404296875,9.88671875,3.0,2.165823936462402,62.0,230138.38607838095
52,236,1.521166801452636,730.1488647460938,1.064095973968505,0.092813844102429,1145.4200134277344,415.2711486816406,100.0,1146.494873046875,8.932251930236816,0.00014106940063,10.6014404296875,9.88671875,3.0,1.064095973968505,62.0,228648.20956707594
53,240,1.521166801452636,730.4765625,2.202559947967529,0.19303214970700003,1138.8301391601562,408.35357666015625,97.0,1141.0421142578125,8.687179565429688,0.00014106940063,10.6014404296875,9.88671875,3.0,2.202559947967529,63.0,229740.86295711427
54,244,1.521166801452636,730.4920043945312,1.062911987304687,0.09328582196439701,1138.3513793945312,407.859375,100.0,1139.42431640625,8.824758529663086,0.00014059936908500002,10.6014404296875,9.88671875,3.0,1.062911987304687,63.0,230067.05774614628
55,248,1.521166801452636,729.05224609375,2.211519956588745,0.19382995678943302,1138.7472839355469,409.6950378417969,100.0,1140.9686279296875,8.776883125305176,0.00014059936908500002,10.6014404296875,9.88671875,3.0,2.211519956588745,63.0,229755.65986916397
56,252,1.521166801452636,732.421875,1.079519987106323,0.094600013656709,1140.0619506835938,407.64007568359375,100.0,1141.1497802734375,8.736084938049316,0.00014012933753900002,10.6014404296875,9.88671875,3.0,1.079519987106323,63.0,229719.1872018642
57,256,1.521166801452636,730.555419921875,2.189311981201172,0.19158086430947602,1140.5719909667969,410.0165710449219,100.0,1142.771728515625,8.718489646911621,0.00014012933753900002,10.6014404296875,9.88671875,3.0,2.189311981201172,63.0,229393.14428132158
58,260,1.521166801452636,732.1930541992188,1.102848052978515,0.096452462707053,1142.3081359863281,410.1150817871094,100.0,1143.4219970703125,8.568008422851562,0.00013965930599300002,10.6014404296875,9.88671875,3.0,1.102848052978515,61.0,229262.68750441045
59,264,1.521166801452636,732.3279418945312,2.184191942214966,0.18996777181121402,1147.5855407714844,415.2575988769531,100.0,1149.780029296875,8.603734016418457,0.00013965930599300002,10.6014404296875,9.88671875,3.0,2.184191942214966,62.0,227994.91495804544
60,268,1.521166801452636,730.8114013671875,1.058815956115722,0.092763711068093,1140.3529968261719,409.5415954589844,100.0,1141.4219970703125,8.704816818237305,0.00013918927444700002,10.6014404296875,9.88671875,3.0,1.058815956115722,62.0,229664.40166112524
61,272,1.521166801452636,732.61669921875,2.178208112716675,0.189257984855209,1148.7418518066406,416.1251525878906,92.0,1150.9310302734375,8.613000869750977,0.00013918927444700002,10.6014404296875,9.88671875,3.0,2.178208112716675,62.0,227766.90618700234
62,276,1.521166801452636,732.0617065429688,1.105823993682861,0.09658587041491801,1143.8069763183594,411.7452697753906,100.0,1144.923095703125,8.482274055480957,0.000138719242902,10.6014404296875,9.88671875,3.0,1.105823993682861,62.0,228962.10320485415
63,280,1.521166801452636,732.7060546875,2.195456027984619,0.19138756835921,1144.9302673339844,412.2242126464844,100.0,1147.135986328125,8.515664100646973,0.000138719242902,10.6014404296875,9.88671875,3.0,2.195456027984619,63.0,228520.42227277556
64,284,1.521166801452636,732.8857421875,1.056800007820129,0.092019878363784,1147.3907165527344,414.5049743652344,100.0,1148.456787109375,8.396566390991211,0.00013824921135600001,10.6014404296875,9.88671875,3.0,1.056800007820129,63.0,228257.60876890036
65,288,1.521166324615478,722.5169677734375,1.046527981758117,0.09528793592324901,1097.2330932617188,374.71612548828125,100.0,1098.290283203125,8.551301002502441,0.00013824921135600001,10.5037841796875,9.7890625,3.0,1.046527981758117,38.0,238683.71049907338
66,288,1.521166324615478,722.5169677734375,1.046527981758117,0.09528793592324901,1097.2330932617188,374.71612548828125,100.0,1098.290283203125,8.551301002502441,0.00013824921135600001,10.5037841796875,9.7890625,3.0,1.046527981758117,38.0,238683.71049907338
67,292,1.521166324615478,721.712158203125,2.111488103866577,0.19199380585477302,1097.6573791503906,375.9452209472656,100.0,1099.779052734375,8.517248153686523,0.00013824921135600001,10.5994873046875,9.884765625,3.0,2.111488103866577,45.0,238360.604658029
68,292,1.521166324615478,721.712158203125,2.111488103866577,0.19199380585477302,1097.6573791503906,375.9452209472656,100.0,1099.779052734375,8.517248153686523,0.00013824921135600001,10.5994873046875,9.884765625,3.0,2.111488103866577,45.0,238360.604658029
69,296,1.521166801452636,722.6019897460938,1.029824018478393,0.09359954641341,1099.21484375,376.61285400390625,100.0,1100.2529296875,8.395706176757812,0.00013777917981000002,10.6014404296875,9.88671875,3.0,1.029824018478393,50.0,238257.94317535294
70,296,1.521166801452636,722.6019897460938,1.029824018478393,0.09359954641341,1099.21484375,376.61285400390625,100.0,1100.2529296875,8.395706176757812,0.00013777917981000002,10.6014404296875,9.88671875,3.0,1.029824018478393,50.0,238257.94317535294
71,300,1.521166801452636,723.031005859375,2.085887908935547,0.189400807264567,1099.2229919433594,376.1919860839844,97.0,1101.318115234375,8.454662322998047,0.00013777917981000002,10.6014404296875,9.88671875,3.0,2.085887908935547,54.0,238027.50211205988
72,300,1.521166801452636,723.031005859375,2.085887908935547,0.189400807264567,1099.2229919433594,376.1919860839844,97.0,1101.318115234375,8.454662322998047,0.00013777917981000002,10.6014404296875,9.88671875,3.0,2.085887908935547,54.0,238027.50211205988
73,304,1.521166801452636,723.418212890625,1.036255955696106,0.094070631198904,1100.5359802246094,377.1177673339844,100.0,1101.5816650390625,8.166921615600586,0.00013730914826400002,10.6014404296875,9.88671875,3.0,1.036255955696106,57.0,237970.55481193424
74,304,1.521166801452636,723.418212890625,1.036255955696106,0.094070631198904,1100.5359802246094,377.1177673339844,100.0,1101.5816650390625,8.166921615600586,0.00013730914826400002,10.6014404296875,9.88671875,3.0,1.036255955696106,57.0,237970.55481193424
75,308,1.521166801452636,724.126708984375,2.129631996154785,0.19302882203288801,1101.1418762207031,377.0151672363281,100.0,1103.2813720703125,8.239309310913086,0.00013730914826400002,10.6014404296875,9.88671875,3.0,2.129631996154785,59.0,237603.93915478297
76,308,1.521166801452636,724.126708984375,2.129631996154785,0.19302882203288801,1101.1418762207031,377.0151672363281,100.0,1103.2813720703125,8.239309310913086,0.00013730914826400002,10.6014404296875,9.88671875,3.0,2.129631996154785,59.0,237603.93915478297
77,312,1.521166801452636,724.2630004882812,1.046687960624694,0.09483895102077801,1102.60107421875,378.33807373046875,100.0,1103.658203125,8.337203025817871,0.000136839116719,10.6014404296875,9.88671875,3.0,1.046687960624694,61.0,237522.81209684414
78,312,1.521166801452636,724.2630004882812,1.046687960624694,0.09483895102077801,1102.60107421875,378.33807373046875,100.0,1103.658203125,8.337203025817871,0.000136839116719,10.6014404296875,9.88671875,3.0,1.046687960624694,61.0,237522.81209684414
79,316,1.521166801452636,725.0820922851562,2.119679927825927,0.191834509775915,1102.8326721191406,377.7505798339844,100.0,1104.9615478515625,8.321945190429688,0.000136839116719,10.6014404296875,9.88671875,3.0,2.119679927825927,62.0,237242.64478678105
80,316,1.521166801452636,725.0820922851562,2.119679927825927,0.191834509775915,1102.8326721191406,377.7505798339844,100.0,1104.9615478515625,8.321945190429688,0.000136839116719,10.6014404296875,9.88671875,3.0,2.119679927825927,62.0,237242.64478678105
81,319,1.471850395202636,725.009521484375,466.7789306640625,29.722344812202312,1103.6857604980469,378.6762390136719,5.0,1570.4742431640625,8.170086860656738,0.000136369085173,10.6014404296875,9.88671875,3.0,466.7789306640625,62.0,166920.2797441961
82,320,1.521166324615478,721.9310302734375,1.0744960308074951,0.09791842400092801,1096.2634582519531,374.3324279785156,100.0,1097.35009765625,8.355207443237305,0.000136369085173,10.5037841796875,9.7890625,3.0,1.0744960308074951,48.0,238888.2094783554
83,324,1.521166324615478,729.2405395507812,2.178047895431518,0.196754776830028,1104.8079833984375,375.56744384765625,100.0,1106.99609375,8.325935363769531,0.000136369085173,10.5994873046875,9.884765625,3.0,2.178047895431518,53.0,236806.61700618578
84,328,1.521166801452636,723.4644775390625,1.020928025245666,0.09282515942867901,1098.81884765625,375.3543701171875,100.0,1099.8497314453125,8.200892448425293,0.00014092226890700002,10.6014404296875,9.88671875,3.0,1.020928025245666,56.0,238345.28709255272
85,332,1.521166801452636,723.2020263671875,2.108128070831299,0.19128155712264602,1099.9992065429688,376.79718017578125,100.0,1102.1158447265625,8.258051872253418,0.00014092226890700002,10.6014404296875,9.88671875,3.0,2.108128070831299,58.0,237855.2139090592
86,336,1.521166801452636,724.4053955078125,1.031167984008789,0.09363076751108901,1100.2820129394531,375.8766174316406,100.0,1101.3240966796875,7.95269775390625,0.000140609243697,10.6014404296875,9.88671875,3.0,1.031167984008789,60.0,238026.2093513811
87,340,1.521166801452636,724.337646484375,2.13913607597351,0.19381806033824603,1101.5433959960938,377.20574951171875,100.0,1103.6917724609375,8.04442024230957,0.000140609243697,10.6014404296875,9.88671875,3.0,2.13913607597351,61.0,237515.58772200413
88,344,1.521166801452636,724.2014770507812,1.042431950569152,0.094427309628932,1102.9093322753906,378.7078552246094,100.0,1103.9610595703125,8.14138126373291,0.00014029621848700002,10.6014404296875,9.88671875,3.0,1.042431950569152,62.0,237457.65099906025
89,348,1.521166801452636,725.875732421875,2.150399923324585,0.19455684431748502,1103.1306457519531,377.2549133300781,100.0,1105.290283203125,8.131808280944824,0.00014029621848700002,10.6014404296875,9.88671875,3.0,2.150399923324585,63.0,237172.08409749894
90,352,1.521166801452636,726.1634521484375,1.038336038589477,0.093921751485838,1104.4947509765625,378.331298828125,100.0,1105.5421142578125,8.157089233398438,0.000139983193277,10.6014404296875,9.88671875,3.0,1.038336038589477,63.0,237118.0587507388
91,356,1.521166801452636,725.907470703125,2.148544073104858,0.193984896192491,1105.4346313476562,379.52716064453125,100.0,1107.593017578125,8.10356616973877,0.000139983193277,10.6014404296875,9.88671875,3.0,2.148544073104858,62.0,236678.99295104525
92,360,1.521166801452636,726.2434692382812,1.051648020744323,0.09495666918536701,1106.451416015625,380.20794677734375,100.0,1107.513427734375,8.180123329162598,0.000139670168067,10.6014404296875,9.88671875,3.0,1.051648020744323,62.0,236696.0015430823
93,364,1.521166801452636,725.5439453125,2.147327899932861,0.19353747909874802,1107.3679504394531,381.8240051269531,100.0,1109.524658203125,8.170121192932129,0.000139670168067,10.6014404296875,9.88671875,3.0,2.147327899932861,62.0,236266.94374196438
94,368,1.521166801452636,726.9048461914062,1.043712019920349,0.094087749874631,1108.252685546875,381.34783935546875,100.0,1109.306396484375,7.944945812225342,0.00013935714285700002,10.6014404296875,9.88671875,3.0,1.043712019920349,62.0,236313.4304740236
95,372,1.521166801452636,725.294189453125,2.169984102249145,0.19537999620412302,1108.4780578613281,383.1838684082031,100.0,1110.658203125,8.07213020324707,0.00013935714285700002,10.6014404296875,9.88671875,3.0,2.169984102249145,63.0,236025.80817610613
96,376,1.521166801452636,727.7495727539062,1.042431950569152,0.09381042302416301,1110.1687927246094,382.4192199707031,100.0,1111.2210693359375,8.058613777160645,0.000139044117647,10.6014404296875,9.88671875,3.0,1.042431950569152,62.0,235906.25415036138
97,380,1.521166801452636,727.514404296875,2.142208099365234,0.192492782508697,1110.7348937988281,383.2204895019531,100.0,1112.88720703125,7.904207229614258,0.000139044117647,10.6014404296875,9.88671875,3.0,2.142208099365234,62.0,235553.07163544287
98,384,1.521166801452636,728.7992553710938,1.057791948318481,0.095067787750973,1111.6134643554688,382.814208984375,100.0,1112.680419921875,7.74440336227417,0.000138731092436,10.6014404296875,9.88671875,3.0,1.057791948318481,62.0,235596.84821128246
99,388,1.521166801452636,728.2647705078125,2.147200107574463,0.19264113948576503,1112.4642028808594,384.1994323730469,100.0,1114.6207275390625,7.930294036865234,0.000138731092436,10.6014404296875,9.88671875,3.0,2.147200107574463,61.0,235186.72632149936
100,392,1.521166801452636,728.4440307617188,1.03711998462677,0.093066703674231,1113.3463745117188,384.90234375,100.0,1114.393798828125,7.971665382385254,0.000138418067226,10.6014404296875,9.88671875,3.0,1.03711998462677,62.0,235234.61838684455
101,396,1.521166801452636,728.9364624023438,2.149312019348144,0.19265939986570002,1113.45263671875,384.51617431640625,100.0,1115.611083984375,7.819677829742432,0.000138418067226,10.6014404296875,9.88671875,3.0,2.149312019348144,62.0,234977.9450592762
102,400,1.521166801452636,727.6093139648438,1.049568057060241,0.094013733260463,1115.3490905761719,387.7397766113281,100.0,1116.4078369140625,7.968469142913818,0.00013810504201600002,10.6014404296875,9.88671875,3.0,1.049568057060241,62.0,234810.24705506346
103,404,1.521166801452636,727.6267700195312,2.165600061416626,0.19381294802356103,1115.200439453125,387.57366943359375,100.0,1117.37646484375,7.982117652893066,0.00013810504201600002,10.6014404296875,9.88671875,3.0,2.165600061416626,62.0,234606.69545841677
104,408,1.521166801452636,727.8171997070312,1.060863971710205,0.094942562071245,1116.3136291503906,388.4964294433594,100.0,1117.3836669921875,7.881599426269531,0.000137792016806,10.6014404296875,9.88671875,3.0,1.060863971710205,62.0,234605.18329004076
105,412,1.521166801452636,728.8023071289062,2.142335891723633,0.19153043452641802,1116.3931579589844,387.5908508300781,100.0,1118.5447998046875,7.990325450897217,0.000137792016806,10.6014404296875,9.88671875,3.0,2.142335891723633,62.0,234361.64563616383
106,416,1.521166801452636,729.6983032226562,1.05676794052124,0.094364199729177,1118.8255004882812,389.127197265625,100.0,1119.8917236328125,7.791219234466553,0.000137478991596,10.6014404296875,9.88671875,3.0,1.05676794052124,62.0,234079.77259590066
107,420,1.521166801452636,728.1008911132812,2.138144016265869,0.189092151110234,1128.6036682128906,400.5027770996094,100.0,1130.7520751953125,7.8614702224731445,0.000137478991596,10.6014404296875,9.88671875,3.0,2.138144016265869,61.0,231831.5444654129
108,424,1.521166801452636,728.0885620117188,1.039327979087829,0.091482636703475,1135.0538330078125,406.96527099609375,100.0,1136.1026611328125,7.930984973907471,0.00013716596638600002,10.6014404296875,9.88671875,3.0,1.039327979087829,61.0,230739.7112674793
109,428,1.521166801452636,728.2022705078125,2.127104043960571,0.18812000094345202,1128.5894775390625,400.38720703125,100.0,1130.7264404296875,7.89127779006958,0.00013716596638600002,10.6014404296875,9.88671875,3.0,2.127104043960571,62.0,231836.80033199067
110,432,1.521166801452636,729.0142822265625,1.083520054817199,0.09589989573702101,1128.7613525390625,399.7470703125,95.0,1129.854248046875,7.90065336227417,0.000136852941176,10.6014404296875,9.88671875,3.0,1.083520054817199,62.0,232015.7670364614
111,436,1.521166801452636,730.9097290039062,2.175935983657837,0.19235339600386603,1129.0419311523438,398.1322021484375,100.0,1131.2281494140625,7.6389994621276855,0.000136852941176,10.6014404296875,9.88671875,3.0,2.175935983657837,62.0,231733.97880505503
112,440,1.521166801452636,729.93310546875,1.06496000289917,0.09375404854916401,1134.8433227539062,404.91021728515625,100.0,1135.9188232421875,7.707691192626953,0.00013653991596600002,10.6014404296875,9.88671875,3.0,1.06496000289917,62.0,230777.05434247275
113,444,1.521166801452636,731.0909423828125,2.140480041503906,0.18789033947132402,1137.0772399902344,405.9862976074219,100.0,1139.2266845703125,7.688698768615723,0.00013653991596600002,10.6014404296875,9.88671875,3.0,2.140480041503906,62.0,230106.96953510537
114,448,1.521166801452636,730.4734497070312,1.054784059524536,0.09279474719720801,1135.6303100585938,405.1568603515625,100.0,1136.6942138671875,8.036433219909668,0.000136226890756,10.6014404296875,9.88671875,3.0,1.054784059524536,62.0,230619.63085758185
115,452,1.521166801452636,730.2430419921875,2.134016036987304,0.187605596884433,1135.3672485351562,405.12420654296875,100.0,1137.5103759765625,7.887827396392822,0.000136226890756,10.6014404296875,9.88671875,3.0,2.134016036987304,61.0,230454.16159386424
116,456,1.521166801452636,730.1151123046875,1.061887979507446,0.092814603985699,1143.0339050292969,412.9187927246094,100.0,1144.105712890625,7.887698173522949,0.000135913865546,10.6014404296875,9.88671875,3.0,1.061887979507446,62.0,229125.68047377685
117,460,1.521166801452636,730.9599609375,2.159615993499756,0.18983188312143,1135.4869995117188,404.52703857421875,100.0,1137.6571044921875,7.546580791473389,0.000135913865546,10.6014404296875,9.88671875,3.0,2.159615993499756,62.0,230424.43893233754
