,stage,step,loss,lr,iteration_time_ms,fwd_ms,bwd_ms,step_ms,compute_ms,comm_ms,comm_pct,throughput_tps,gpu_util,temp_c,alloc_gb,reserved_gb,peak_gb
0,1,0,10.964102745056152,1e-06,103.12089538574219,39.528446197509766,62.48527908325195,1.096704006195068,102.01372528076172,1.096704006195068,1.063620832221127,2542103.6058638105,99,64,1.8949389457702632,10.626953125,11.3240966796875
1,1,4,10.955840110778809,1e-06,104.1049575805664,39.49897766113281,62.60835266113281,1.988608002662658,102.10733032226562,1.988608002662658,1.9103608022287282,2518074.1253088526,99,66,1.8949389457702632,10.626953125,11.3240966796875
2,1,8,10.963101387023926,1e-06,102.92646026611328,39.51286315917969,62.437374114990234,0.9678080081939691,101.95023727416992,0.9678080081939691,0.9403676541316671,2546905.8133567846,99,66,1.990820884704589,10.818359375,11.5155029296875
3,1,12,10.952095985412598,1e-06,104.54825592041016,39.69638442993164,62.83699035644531,2.005824089050293,102.53337478637695,2.005824089050293,1.918729156561295,2507397.1602124413,99,68,1.990820884704589,10.818359375,11.5155029296875
4,1,16,10.95004940032959,9.500853328214714e-05,104.0680923461914,39.91347122192383,63.17363357543945,0.9718080163002011,103.08710479736328,0.9718080163002011,0.933901758081031,2518966.131597335,99,67,1.990820884704589,10.818359375,11.5155029296875
5,1,20,10.942852020263672,9.500853328214714e-05,104.84345245361328,39.67078399658203,63.16032028198242,2.003168106079101,102.83110427856445,2.003168106079101,1.910795067607539,2500337.3493064097,99,69,1.990820884704589,10.818359375,11.5155029296875
6,1,24,10.543264389038086,0.00015000000000000001,104.07929229736328,39.89427185058594,63.20332717895508,0.971776008605957,103.09759902954102,0.971776008605957,0.9337771156561391,2518695.0661715935,99,68,1.990820884704589,10.818359375,11.5155029296875
7,1,28,10.553502082824707,0.00015000000000000001,105.23648071289062,39.956321716308594,63.261695861816406,2.010112047195434,103.218017578125,2.010112047195434,1.910242113170401,2490999.3019929016,99,70,1.990820884704589,10.818359375,11.5155029296875
8,1,32,10.254956245422363,0.00015000000000000001,103.96672058105469,39.8427848815918,63.14495849609375,0.970752000808715,102.98774337768555,0.970752000808715,0.9337880441430041,2521422.2256402415,99,69,1.990820884704589,10.818359375,11.5155029296875
9,1,36,10.221583366394043,0.00015000000000000001,104.38066864013672,39.66463851928711,62.66979217529297,2.037983894348144,102.33443069458008,2.037983894348144,1.952607786434283,2511422.8852448617,99,68,1.990821361541748,10.818359375,11.5330810546875
10,1,40,10.146084785461426,0.00014952996845400002,103.52006530761719,39.62886428833008,62.895870208740234,0.9871360063552851,102.52473449707031,0.9871360063552851,0.9536452210350631,2532301.339078763,99,68,1.990821361541748,10.818359375,11.5330810546875
